aX,aY,aZ,gX,gY,gZ
-0.180,-0.001,0.985,0.610,6.287,2.808
-0.182,-0.001,0.992,1.648,6.042,2.380
-0.181,-0.005,1.001,2.441,5.798,1.709
-0.178,-0.005,1.013,3.601,6.226,1.221
-0.169,-0.015,1.027,4.272,7.141,0.610
-0.161,-0.026,1.037,3.479,6.165,0.732
-0.163,-0.033,1.037,1.831,4.395,1.038
-0.163,-0.029,1.040,1.587,4.944,1.343
-0.166,-0.026,1.036,2.808,7.507,1.648
-0.169,-0.031,1.038,4.761,11.292,2.319
-0.165,-0.040,1.036,6.531,13.977,3.540
-0.169,-0.038,1.031,8.179,16.296,3.845
-0.157,-0.031,1.037,10.681,18.188,4.028
-0.165,-0.036,1.055,10.132,19.592,4.517
-0.161,-0.036,1.058,7.507,19.043,4.578
-0.165,-0.042,1.065,4.822,17.273,4.578
-0.159,-0.035,1.060,1.648,14.160,3.540
-0.151,-0.043,1.049,-1.709,9.583,2.869
-0.151,-0.053,1.039,-4.883,5.676,2.014
-0.141,-0.058,1.027,-5.188,4.211,2.625
-0.139,-0.052,1.027,-2.991,5.981,3.357
-0.138,-0.046,1.029,-0.793,10.071,3.418
-0.134,-0.046,1.023,0.427,12.634,3.174
-0.129,-0.047,1.017,0.549,13.000,3.418
-0.131,-0.044,1.014,0.366,11.597,3.601
-0.132,-0.039,1.020,0.122,10.498,4.150
-0.139,-0.031,1.021,-0.732,8.972,4.700
-0.145,-0.027,1.021,-2.563,6.897,4.761
-0.149,-0.025,1.014,-4.639,4.028,4.700
-0.156,-0.024,1.007,-5.981,0.854,4.395
-0.156,-0.024,1.001,-6.104,-0.488,3.418
-0.156,-0.030,1.000,-4.883,-0.427,2.686
-0.152,-0.032,1.000,-2.686,0.671,2.197
-0.149,-0.026,1.003,-0.244,1.831,1.892
-0.147,-0.026,1.010,1.465,3.052,1.587
-0.141,-0.027,1.014,2.319,4.028,1.648
-0.141,-0.027,1.023,2.686,5.066,2.136

0.005,-0.642,-1.739,-247.742,-1505.188,419.983
-0.398,-0.431,-1.491,-224.304,-1543.579,551.392
-0.624,-0.032,-1.382,-163.025,-1472.229,624.451
-0.855,0.393,-1.391,-67.566,-1345.276,603.638
-1.129,0.746,-1.242,40.222,-1206.909,505.798
-1.200,0.806,-0.785,158.325,-1064.941,375.122
-1.074,0.643,-0.134,270.935,-916.992,228.455
-0.948,0.472,0.481,346.436,-770.813,87.524
-0.755,0.220,0.854,373.596,-632.507,-19.226
-0.325,-0.073,1.189,356.567,-513.184,-75.684
-0.057,-0.190,1.465,293.335,-441.711,-68.359
-0.016,-0.073,1.583,218.323,-402.649,-13.184
-0.057,0.046,1.459,151.245,-359.314,46.387
-0.197,0.110,1.303,109.131,-292.114,76.721
-0.367,0.092,1.137,99.243,-207.336,82.153
-0.505,-0.015,1.145,118.164,-125.122,81.604
-0.600,-0.036,1.174,142.761,-74.524,71.594
-0.583,-0.028,1.179,145.203,-77.942,56.519
-0.534,-0.055,1.158,119.934,-129.150,40.710
-0.527,-0.054,1.169,87.830,-191.956,25.085
-0.454,-0.067,1.212,73.303,-225.647,11.353
-0.374,-0.080,1.302,74.585,-218.079,0.610
-0.313,-0.078,1.390,78.125,-181.458,-3.723
-0.281,-0.087,1.478,77.698,-133.728,-3.540
-0.295,-0.160,1.378,68.054,-89.722,-0.549
-0.236,-0.156,1.320,49.011,-74.646,10.986
-0.329,-0.130,1.236,27.832,-69.824,16.113
-0.320,-0.122,1.179,16.907,-68.115,17.639
-0.298,-0.124,1.125,16.296,-56.458,15.015
-0.281,-0.115,1.133,22.217,-38.147,10.193
-0.247,-0.106,1.158,32.349,-13.245,4.944
-0.215,-0.104,1.192,40.466,12.573,1.465
-0.175,-0.105,1.187,40.222,32.410,0.854
-0.129,-0.119,1.156,31.921,43.945,2.869
-0.124,-0.097,1.113,21.912,49.805,5.310
-0.133,-0.075,1.096,13.184,53.467,7.202
-0.110,-0.050,1.029,2.136,49.988,7.812
-0.105,-0.058,0.971,-13.672,36.377,7.202
-0.127,-0.040,0.909,-26.550,17.822,4.456
-0.103,-0.025,0.853,-30.579,5.615,1.770
-0.109,-0.029,0.827,-28.442,0.793,-0.793
-0.094,-0.008,0.807,-22.705,0.366,-2.319
-0.080,0.003,0.801,-16.479,3.174,-2.747
-0.068,0.015,0.813,-12.146,7.019,-2.319
-0.076,0.026,0.817,-10.315,8.423,-1.343
-0.097,0.037,0.831,-11.169,7.263,0.305
-0.112,0.038,0.829,-13.489,4.028,1.038
-0.131,0.026,0.833,-14.648,-0.549,0.916
-0.147,0.017,0.863,-13.977,-4.089,1.709
-0.161,0.015,0.899,-10.925,-5.554,2.991
-0.166,0.011,0.931,-7.812,-3.540,3.784
-0.170,0.005,0.960,-4.395,0.793,4.822
-0.170,-0.004,0.988,-0.305,5.981,6.287
-0.179,-0.001,1.013,3.601,10.132,7.446
-0.181,-0.002,1.041,5.310,12.268,7.690
-0.190,-0.012,1.068,4.517,10.742,6.897
-0.195,-0.026,1.091,2.625,6.897,5.554
-0.192,-0.032,1.121,0.610,3.052,3.784
-0.189,-0.041,1.128,-1.343,-0.244,1.953
-0.185,-0.050,1.134,-3.906,-2.075,0.305
-0.176,-0.058,1.132,-4.883,-1.648,-0.122
-0.164,-0.067,1.133,-4.456,1.221,-0.061
-0.153,-0.069,1.132,-3.601,5.920,0.549
-0.147,-0.078,1.120,-2.930,10.742,1.221
-0.147,-0.080,1.107,-2.625,14.282,1.526
-0.147,-0.081,1.092,-2.869,15.686,2.136
-0.143,-0.082,1.077,-3.296,15.198,2.563
-0.145,-0.073,1.066,-3.906,13.794,2.747
-0.138,-0.064,1.053,-5.005,11.353,2.930
-0.136,-0.056,1.036,-6.836,7.751,2.747
-0.135,-0.057,1.014,-8.240,3.357,2.136
-0.131,-0.054,1.004,-8.728,0.305,1.831
-0.133,-0.047,1.004,-6.958,-1.221,2.258
-0.137,-0.038,1.014,-4.578,-0.488,2.686
-0.147,-0.030,1.024,-2.014,2.563,2.747
-0.155,-0.028,1.037,0.244,6.531,3.113
-0.165,-0.021,1.047,1.404,9.583,3.479
-0.168,-0.012,1.055,0.488,11.047,3.723
-0.168,-0.014,1.052,-2.197,8.911,3.723
-0.158,-0.016,1.041,-5.432,4.517,3.906
-0.152,-0.020,1.028,-7.812,0.488,4.333
-0.145,-0.021,1.021,-7.812,-0.549,4.700
-0.144,-0.023,1.017,-6.287,1.038,4.578
-0.143,-0.021,1.021,-4.700,4.395,4.211
-0.142,-0.021,1.017,-3.235,6.836,3.906
-0.142,-0.021,1.018,-2.625,7.629,3.784
-0.141,-0.018,1.021,-2.747,7.690,3.418
-0.136,-0.017,1.014,-3.540,6.287,3.357
-0.135,-0.017,1.011,-5.066,4.150,3.479
-0.132,-0.017,1.004,-6.653,1.526,3.845
-0.134,-0.022,1.005,-7.080,0.366,3.906
-0.137,-0.024,1.010,-6.042,0.854,3.967
-0.135,-0.025,1.013,-4.517,2.197,4.578
-0.139,-0.020,1.013,-3.235,3.845,4.639
-0.138,-0.014,1.011,-2.563,5.798,4.700
-0.138,-0.014,1.005,-2.197,6.897,4.639
-0.140,-0.016,1.002,-2.686,6.104,4.578
-0.145,-0.013,1.005,-2.686,4.761,4.578
-0.152,-0.013,1.019,-2.319,4.150,3.845
-0.156,-0.012,1.028,-1.709,4.456,3.174
-0.160,-0.014,1.035,-2.136,4.456,2.747
-0.161,-0.016,1.036,-3.174,4.089,2.258
-0.153,-0.020,1.029,-4.272,3.418,2.319
-0.145,-0.018,1.025,-4.761,2.625,2.869
-0.146,-0.012,1.028,-4.395,2.869,3.723
-0.142,-0.012,1.022,-4.089,4.150,3.723
-0.144,-0.016,1.019,-3.967,5.066,3.906
-0.150,-0.020,1.017,-3.479,5.249,3.906
-0.151,-0.019,1.020,-2.991,4.578,3.540
-0.152,-0.021,1.025,-2.686,4.272,2.625
-0.158,-0.021,1.037,-2.075,3.967,1.587
-0.160,-0.014,1.045,-1.831,4.150,0.793
-0.153,-0.010,1.043,-2.319,5.310,0.427
-0.148,-0.014,1.031,-2.808,6.653,0.427
-0.141,-0.015,1.025,-2.625,8.240,0.854
-0.132,-0.013,1.018,-2.319,9.338,1.587
-0.131,-0.015,1.016,-2.869,8.484,2.319
-0.135,-0.013,1.014,-4.028,6.531,2.991
-0.140,-0.010,1.016,-4.761,5.188,3.052

-0.957,0.402,-1.560,-3.784,-184.082,33.752
-1.000,0.450,-1.683,-8.545,-251.465,23.560
-1.016,0.447,-1.730,-8.789,-324.158,8.545
-0.970,0.415,-1.736,-9.338,-406.250,-7.629
-0.858,0.384,-1.754,-17.822,-511.169,-22.583
-0.765,0.322,-1.707,-34.485,-644.104,-32.898
-0.645,0.223,-1.582,-60.486,-810.364,-31.982
-0.559,0.151,-1.392,-94.299,-1012.939,-17.273
-0.570,0.055,-1.121,-127.808,-1223.572,10.071
-0.621,0.012,-0.870,-154.419,-1404.968,52.185
-0.723,0.115,-0.677,-172.424,-1522.522,102.051
-0.833,0.254,-0.555,-165.283,-1553.955,138.855
-0.952,0.331,-0.416,-124.329,-1506.775,146.667
-1.010,0.427,-0.088,-63.538,-1405.457,130.371
-0.925,0.518,0.298,-4.761,-1273.560,97.168
-0.797,0.477,0.694,38.574,-1123.047,43.213
-0.675,0.367,1.044,64.575,-966.919,-9.338
-0.488,0.193,1.346,67.383,-802.063,-33.386
-0.245,0.013,1.545,52.429,-636.658,-25.269
-0.189,-0.045,1.500,30.457,-488.770,9.521
-0.321,-0.077,1.374,19.043,-350.464,55.054
-0.510,-0.038,1.291,25.635,-228.821,90.210
-0.661,0.075,1.173,38.086,-149.536,104.187
-0.714,0.157,1.097,50.354,-114.563,96.924
-0.687,0.183,1.111,58.899,-105.347,76.721
-0.618,0.156,1.196,64.270,-99.854,57.007
-0.529,0.129,1.284,65.430,-85.449,43.579
-0.477,0.076,1.343,63.477,-61.157,34.058
-0.414,0.020,1.361,58.105,-32.898,26.428
-0.361,-0.022,1.337,47.729,-11.658,21.729
-0.300,-0.050,1.282,36.194,0.427,18.066
-0.253,-0.063,1.237,25.574,7.935,16.052
-0.194,-0.080,1.190,16.296,13.855,15.137
-0.164,-0.070,1.146,9.766,18.250,11.963
-0.111,-0.075,1.081,6.165,20.386,6.775
-0.066,-0.060,1.014,2.197,14.587,2.136
-0.041,-0.041,0.965,-0.061,6.592,-0.977
-0.025,-0.008,0.951,1.953,6.348,-0.610
-0.013,0.025,0.966,7.629,17.883,0.427
-0.016,0.052,0.985,13.855,37.842,0.305
0.017,0.060,0.976,16.235,55.298,-0.671
0.032,0.054,0.942,12.390,57.373,-1.343
0.037,0.065,0.898,5.432,44.128,-1.831
0.048,0.100,0.855,-0.122,24.353,-2.136
0.060,0.115,0.844,-2.869,6.470,-3.113
0.071,0.123,0.850,-2.563,-5.066,-4.578
0.086,0.108,0.888,-0.977,-11.719,-4.822
0.094,0.103,0.882,0.732,-14.526,-3.052
0.080,0.099,0.893,0.549,-19.714,-1.831
0.068,0.096,0.903,1.892,-23.376,-0.366
0.082,0.097,0.943,5.066,-21.484,2.686
0.067,0.087,0.972,6.775,-20.447,6.042
0.047,0.085,0.986,5.737,-22.400,8.301
0.023,0.079,1.005,6.104,-24.780,10.010
0.008,0.075,1.025,6.592,-27.039,10.681
-0.001,0.052,1.043,7.263,-28.442,11.841
-0.004,0.035,1.063,11.292,-26.001,14.099
-0.011,0.028,1.115,17.883,-16.846,17.090
-0.031,0.031,1.154,23.621,-3.296,18.127
-0.052,0.035,1.187,25.146,8.240,17.151
-0.060,0.041,1.192,21.545,12.817,15.198
-0.069,0.051,1.150,14.709,8.606,12.634
-0.076,0.063,1.145,6.409,3.113,9.705
-0.070,0.068,1.134,1.343,-0.061,6.592
-0.059,0.056,1.113,-0.122,0.366,2.197
-0.047,0.029,1.094,-2.625,1.343,-0.549
-0.041,0.012,1.079,-5.188,-0.122,-0.793
-0.039,0.003,1.060,-6.165,-1.953,0.122
-0.035,0.000,1.052,-5.432,-2.441,1.221
-0.029,0.011,1.051,-4.517,-1.953,1.770
-0.023,0.017,1.040,-4.700,-1.648,1.526
-0.024,0.020,1.021,-5.981,-2.625,1.343
-0.024,0.026,1.004,-7.141,-3.540,1.343
-0.026,0.034,1.000,-7.446,-4.700,0.549
-0.026,0.035,1.001,-7.935,-6.836,-0.061
-0.034,0.039,1.001,-8.728,-8.728,-0.488
-0.029,0.037,0.987,-8.911,-10.010,-0.122
-0.032,0.046,0.983,-7.812,-11.475,1.343
-0.031,0.057,0.980,-5.066,-10.254,2.991
-0.030,0.061,0.987,-1.709,-6.653,3.784
-0.031,0.064,0.999,1.343,-2.380,4.517
-0.037,0.061,1.009,3.967,1.892,5.432
-0.051,0.060,1.019,4.822,4.822,5.981
-0.064,0.061,1.024,3.967,4.578,6.042
-0.078,0.058,1.035,2.258,1.221,5.554
-0.081,0.059,1.041,0.854,-3.235,4.639
-0.086,0.062,1.051,-0.244,-6.531,3.662
-0.070,0.068,1.056,0.000,-7.629,2.441
-0.081,0.065,1.067,0.000,-7.019,1.038
-0.068,0.062,1.062,-0.854,-4.700,1.282
-0.064,0.060,1.048,-0.061,-1.770,1.648
-0.073,0.049,1.043,1.404,1.221,0.977
-0.062,0.040,1.044,1.587,3.662,0.488
-0.056,0.040,1.036,1.709,4.456,0.000
-0.051,0.041,1.038,1.465,4.272,-0.183
-0.049,0.036,1.033,0.732,3.418,-0.427
-0.041,0.037,1.024,-1.038,3.601,-0.244
-0.029,0.040,1.022,-1.648,5.920,-0.183
-0.020,0.036,1.017,-1.465,8.545,0.305
-0.018,0.029,1.011,-1.343,11.108,0.427
-0.020,0.033,1.001,-0.122,12.512,-0.122
-0.023,0.027,1.003,0.671,12.695,0.122
-0.022,0.026,1.004,1.038,11.230,0.488
-0.022,0.022,1.009,0.610,8.362,1.282
-0.023,0.029,1.013,-0.549,5.066,1.648
-0.020,0.029,1.019,-1.099,2.319,1.770
-0.020,0.033,1.023,-1.526,1.099,2.136
-0.019,0.037,1.027,-1.770,1.709,2.808
-0.024,0.041,1.025,-1.709,3.235,3.296
-0.031,0.042,1.014,-1.831,4.333,3.296
-0.037,0.044,1.010,-1.404,6.104,3.052
-0.044,0.047,1.005,-0.366,7.996,2.808
-0.051,0.047,1.005,0.671,9.644,2.258
-0.052,0.048,1.002,0.671,9.583,1.892
-0.053,0.047,1.006,0.000,8.606,1.465
-0.050,0.048,1.009,-0.183,7.629,1.587
-0.045,0.052,1.014,-0.122,7.385,1.709
-0.043,0.049,1.018,-0.122,7.751,1.587
-0.032,0.048,1.017,0.061,8.240,1.709

-0.349,0.149,1.832,189.514,-660.156,-111.267
0.183,-0.200,2.130,197.632,-363.586,-117.676
0.500,-0.257,2.088,173.950,-149.109,-57.068
0.252,-0.081,1.817,111.755,-50.110,34.912
-0.259,0.058,1.494,38.330,-25.879,95.093
-0.486,0.109,1.146,-2.075,-33.203,101.257
-0.500,0.111,0.940,-14.465,-74.829,73.792
-0.380,0.093,0.900,-13.977,-144.348,43.396
-0.218,0.083,0.961,-8.606,-203.125,22.034
-0.042,0.056,1.033,-0.854,-221.436,11.047
0.098,-0.019,1.086,11.536,-193.848,5.249
0.197,-0.123,1.129,27.954,-134.277,5.920
0.193,-0.194,1.162,40.894,-67.627,15.686
0.088,-0.180,1.144,43.396,-19.165,31.616
-0.038,-0.147,1.113,34.058,-0.305,43.640
-0.109,-0.131,1.096,17.273,-8.484,44.189
-0.099,-0.103,1.110,1.892,-28.870,35.583
-0.093,-0.085,1.016,-9.033,-44.861,24.170
-0.051,-0.080,0.971,-12.939,-57.617,14.282
-0.032,-0.043,0.980,-8.667,-55.664,6.226
-0.015,-0.031,0.961,-5.127,-48.401,2.075
-0.005,-0.028,0.948,-1.892,-36.133,0.793
-0.005,-0.024,0.938,-0.366,-25.024,1.282
-0.008,-0.020,0.932,-0.732,-17.517,3.540
-0.017,-0.020,0.934,0.427,-9.155,5.310
-0.025,-0.011,0.960,2.075,0.427,5.676
-0.016,-0.012,0.957,0.671,5.798,5.188
-0.005,-0.017,0.931,-3.174,3.784,3.296
0.012,-0.013,0.903,-6.104,-1.648,0.671
0.029,-0.007,0.891,-6.836,-6.348,-1.160
0.042,-0.017,0.900,-6.836,-8.179,-2.075
0.053,-0.031,0.891,-8.118,-11.658,-1.465
0.050,-0.031,0.880,-9.094,-17.029,0.000
0.037,-0.033,0.880,-9.583,-23.071,2.808
0.026,-0.020,0.899,-7.629,-24.597,5.188
0.021,-0.027,0.931,-2.441,-18.433,6.470
0.012,-0.016,0.972,4.517,-7.935,7.080
0.001,0.000,1.004,10.010,3.052,7.812
-0.008,0.014,1.021,12.085,11.658,8.545
-0.015,0.019,1.040,10.803,14.526,8.179
-0.027,0.012,1.045,6.226,10.254,7.385
-0.032,0.012,1.050,1.526,2.258,6.165
-0.037,0.001,1.061,-2.502,-5.432,4.761
-0.037,-0.000,1.076,-4.456,-9.277,3.479
-0.033,-0.010,1.088,-4.517,-9.583,2.686
-0.025,-0.023,1.092,-3.967,-6.897,1.770
-0.014,-0.030,1.091,-2.441,-1.709,1.343
-0.002,-0.038,1.088,-1.404,2.319,1.282
0.000,-0.041,1.078,-1.648,4.517,1.221
0.001,-0.046,1.068,-1.892,5.371,1.709
0.004,-0.048,1.061,-1.831,5.676,2.319
0.012,-0.043,1.051,-2.502,4.395,2.441
0.005,-0.061,1.052,-4.639,0.793,2.686
0.006,-0.061,1.029,-5.920,-4.700,2.563
0.012,-0.060,1.029,-4.700,-8.057,2.991
0.008,-0.057,1.035,-1.648,-7.324,3.296
0.009,-0.052,1.037,1.526,-4.150,3.723
0.002,-0.046,1.037,4.150,-1.221,4.211
-0.006,-0.040,1.040,5.737,0.732,5.005
-0.013,-0.031,1.044,6.531,1.160,5.920
-0.026,-0.027,1.053,5.493,-0.732,6.287
-0.033,-0.022,1.062,2.686,-4.822,6.165
-0.046,-0.023,1.066,-0.488,-9.460,4.822
-0.049,-0.023,1.073,-2.441,-11.414,3.052
-0.044,-0.028,1.068,-3.601,-11.841,2.380
-0.046,-0.031,1.063,-4.578,-11.841,2.014
-0.046,-0.027,1.056,-4.639,-10.315,1.892
-0.049,-0.027,1.041,-3.601,-7.690,1.892
-0.045,-0.028,1.040,-1.587,-3.967,2.258
-0.046,-0.028,1.040,0.610,-1.099,2.991
-0.048,-0.029,1.043,1.404,0.610,3.784
-0.045,-0.029,1.042,1.404,1.282,3.967
-0.050,-0.029,1.040,0.793,0.122,4.150
-0.055,-0.023,1.044,-0.671,-1.648,4.456
-0.058,-0.019,1.046,-2.197,-2.625,3.784
-0.057,-0.014,1.047,-3.296,-1.953,2.747
-0.044,-0.014,1.037,-4.028,-0.488,1.709
-0.040,-0.019,1.022,-5.005,-0.305,1.099
-0.031,-0.026,1.011,-5.493,-0.610,1.221
-0.027,-0.031,1.008,-4.944,-0.916,1.526
-0.032,-0.036,1.003,-3.662,-0.793,1.587
-0.030,-0.035,1.008,-1.770,0.916,1.831
-0.026,-0.037,1.021,0.610,3.967,1.587
-0.021,-0.037,1.030,0.977,5.188,1.831
-0.025,-0.031,1.028,-0.427,4.211,2.258
-0.024,-0.031,1.019,-2.258,2.258,2.502
-0.023,-0.028,1.008,-3.540,-0.244,2.380
-0.026,-0.028,1.001,-4.700,-2.563,2.747
-0.032,-0.031,1.000,-4.944,-3.906,3.052
-0.033,-0.032,1.001,-4.150,-3.357,3.357
-0.037,-0.035,1.009,-1.892,-1.282,3.906
-0.040,-0.029,1.021,-0.122,1.404,4.517
-0.046,-0.023,1.024,0.610,2.625,4.639
-0.054,-0.016,1.028,0.366,2.991,4.578
-0.056,-0.012,1.030,0.061,2.808,4.272
-0.057,-0.010,1.032,-0.793,1.953,3.662
-0.059,-0.010,1.034,-1.465,1.221,3.357
-0.058,-0.014,1.037,-1.343,2.197,3.113
-0.057,-0.011,1.038,-0.732,3.967,2.930
-0.061,-0.014,1.036,-0.610,5.188,2.869
-0.062,-0.017,1.028,-0.488,5.493,2.869
-0.060,-0.016,1.028,0.305,5.737,3.357
-0.062,-0.016,1.035,0.916,5.859,3.235
-0.059,-0.019,1.039,0.854,5.554,2.625
-0.057,-0.020,1.042,-0.122,4.456,2.563
-0.056,-0.017,1.042,-0.916,4.028,2.258
-0.043,-0.002,1.040,-1.709,3.845,1.648
-0.045,-0.037,1.034,-2.930,3.113,1.526
-0.042,-0.028,1.033,-3.357,2.441,0.916
-0.041,-0.035,1.026,-1.831,2.136,-0.122
-0.038,-0.035,1.031,-0.732,2.625,0.610
-0.037,-0.033,1.037,0.732,3.967,1.343
-0.036,-0.035,1.040,1.770,6.104,2.136
-0.036,-0.033,1.047,2.502,7.996,2.747
-0.034,-0.036,1.048,2.563,8.606,3.296
-0.037,-0.033,1.049,1.953,7.568,3.052
-0.035,-0.029,1.053,1.404,6.470,2.869
-0.039,-0.023,1.055,0.122,4.822,3.113
-0.044,-0.022,1.054,-1.465,3.784,3.052

-0.795,0.282,-1.597,-12.695,-136.414,11.780
-0.787,0.304,-1.623,-10.254,-172.302,6.226
-0.752,0.332,-1.620,-4.395,-207.458,-2.258
-0.721,0.364,-1.589,8.240,-237.122,-14.771
-0.696,0.331,-1.524,28.687,-261.841,-23.560
-0.658,0.332,-1.426,44.678,-292.603,-28.625
-0.590,0.400,-1.386,47.974,-345.215,-34.485
-0.525,0.356,-1.355,35.645,-418.762,-36.926
-0.432,0.273,-1.348,8.423,-510.132,-33.813
-0.355,0.166,-1.396,-22.888,-619.019,-21.606
-0.274,0.061,-1.404,-45.044,-729.370,0.000
-0.254,-0.034,-1.329,-49.316,-825.684,29.602
-0.244,-0.072,-1.238,-44.067,-909.485,58.472
-0.291,-0.077,-1.120,-41.138,-990.784,80.261
-0.329,-0.080,-1.036,-38.879,-1069.824,96.436
-0.408,-0.069,-0.952,-28.809,-1136.536,108.337
-0.566,-0.052,-0.796,-6.592,-1175.110,115.906
-0.658,0.002,-0.608,30.457,-1183.472,112.610
-0.787,0.046,-0.345,72.144,-1169.556,97.046
-0.926,0.097,0.029,114.502,-1124.939,65.918
-0.890,0.177,0.432,149.231,-1047.852,22.827
-0.797,0.202,0.775,164.307,-944.336,-23.254
-0.624,0.095,1.019,160.095,-818.970,-63.660
-0.431,-0.064,1.204,136.597,-705.444,-75.500
-0.265,-0.124,1.175,100.342,-630.127,-57.922
-0.289,-0.080,1.087,67.810,-579.651,-33.569
-0.357,-0.065,1.055,49.500,-522.522,-10.437
-0.432,-0.028,1.000,47.791,-458.618,5.371
-0.517,-0.032,0.995,52.551,-395.325,15.198
-0.616,-0.018,1.028,61.951,-335.388,19.897
-0.652,0.004,1.118,75.806,-274.170,19.592
-0.609,0.017,1.150,85.388,-220.703,16.846
-0.577,-0.010,1.189,85.999,-178.528,13.916
-0.543,-0.037,1.250,83.923,-141.541,12.390
-0.492,-0.055,1.310,82.886,-104.858,10.254
-0.436,-0.086,1.346,76.843,-71.350,8.850
-0.403,-0.105,1.364,65.796,-44.983,10.254
-0.369,-0.095,1.361,54.443,-22.827,12.390
-0.340,-0.067,1.333,41.321,-7.141,12.329
-0.306,-0.058,1.266,23.987,-4.578,9.644
-0.271,-0.054,1.179,5.310,-13.733,5.554
-0.236,-0.058,1.104,-8.240,-26.306,0.671
-0.197,-0.066,1.057,-12.939,-31.128,-3.845
-0.151,-0.053,1.049,-9.155,-24.109,-8.606
-0.106,-0.036,1.062,-3.906,-9.033,-10.986
-0.067,-0.024,1.037,-2.014,5.798,-10.925
-0.049,-0.023,1.003,-3.723,17.883,-7.751
-0.049,-0.006,0.969,-5.798,26.123,-3.540
-0.058,0.005,0.933,-8.362,29.297,-1.587
-0.067,0.007,0.910,-11.353,28.687,-0.305
-0.074,0.010,0.896,-13.611,26.001,-0.061
-0.072,0.012,0.894,-15.503,20.325,-0.854
-0.067,0.020,0.880,-17.212,12.390,-1.343
-0.061,0.021,0.871,-16.113,6.653,-1.648
-0.059,0.026,0.869,-12.146,4.578,-1.648
-0.052,0.025,0.872,-7.629,2.930,-0.732
-0.067,0.019,0.894,-4.761,-1.343,1.343
-0.084,0.014,0.922,-2.625,-5.371,3.967
-0.104,0.008,0.954,-0.244,-5.676,6.897
-0.131,-0.004,0.988,2.686,-2.380,9.338
-0.156,-0.016,1.015,4.272,0.854,11.780
-0.180,-0.022,1.039,3.418,0.610,13.916
-0.202,-0.020,1.049,0.854,-2.563,14.404
-0.211,-0.023,1.052,-1.526,-6.897,13.855
-0.219,-0.020,1.067,-3.479,-10.620,13.245
-0.223,-0.023,1.092,-3.418,-12.390,12.268
-0.238,-0.018,1.109,-1.892,-12.390,10.681
-0.238,-0.025,1.131,-0.427,-10.132,9.644
-0.240,-0.023,1.144,1.526,-5.859,7.568
-0.235,-0.031,1.158,3.174,-0.549,5.554
-0.226,-0.043,1.157,2.136,4.456,5.005
-0.219,-0.061,1.138,0.244,6.775,5.066
-0.213,-0.059,1.119,-1.953,7.385,5.005
-0.188,-0.066,1.095,-3.113,7.446,3.845
-0.174,-0.074,1.069,-4.333,5.859,2.808
-0.159,-0.078,1.049,-5.371,4.211,2.075
-0.148,-0.078,1.031,-5.432,3.296,2.197
-0.147,-0.074,1.020,-5.371,2.686,2.686
-0.147,-0.068,1.002,-5.493,3.052,3.784
-0.154,-0.062,0.992,-4.578,4.578,4.700
-0.154,-0.043,0.981,-3.296,6.470,5.310
-0.157,-0.031,0.968,-2.686,7.324,5.981
-0.156,-0.026,0.958,-2.808,8.118,6.714
-0.165,-0.010,0.957,-1.648,8.911,7.507
-0.177,0.004,0.966,-0.793,9.338,8.179
-0.189,0.011,0.970,-1.526,7.202,7.690
-0.199,0.014,0.967,-2.808,2.502,6.714
-0.205,0.018,0.966,-3.357,-2.014,5.493
-0.207,0.017,0.966,-3.357,-4.944,3.906
-0.208,0.009,0.975,-2.686,-5.859,2.563
-0.201,0.005,0.980,-0.977,-5.127,1.953
-0.203,0.004,0.990,0.671,-3.723,1.770
-0.198,-0.000,0.999,1.648,-1.892,1.953
-0.198,-0.004,1.002,1.709,-1.160,2.869
-0.205,-0.009,1.010,1.892,-0.183,3.052
-0.206,-0.015,1.020,2.319,1.099,2.930
-0.204,-0.020,1.028,2.319,0.977,2.563
-0.202,-0.026,1.027,1.343,-0.183,1.709
-0.198,-0.033,1.021,0.854,-1.526,0.916
-0.196,-0.030,1.018,1.465,-1.709,0.427
-0.189,-0.036,1.021,2.380,-0.977,-0.122
-0.184,-0.048,1.033,3.357,0.366,0.000
-0.188,-0.049,1.050,4.028,1.709,0.854
-0.197,-0.052,1.068,4.089,3.479,1.282
-0.198,-0.051,1.073,2.930,4.761,1.709
-0.205,-0.048,1.075,0.977,4.333,2.441
-0.208,-0.042,1.068,-0.916,4.211,2.319
-0.199,-0.045,1.061,-1.526,5.798,1.648
-0.190,-0.050,1.054,-1.282,8.118,0.732
-0.184,-0.058,1.048,-0.427,9.827,0.549
-0.175,-0.059,1.043,0.061,9.705,0.610
-0.175,-0.054,1.039,-0.366,7.080,0.671
-0.170,-0.054,1.039,-0.854,4.761,0.549
-0.167,-0.044,1.044,-0.427,4.395,0.610
-0.164,-0.038,1.047,-0.488,5.676,0.732
-0.157,-0.034,1.038,-1.526,6.592,1.160
-0.158,-0.030,1.027,-2.869,7.324,2.014
-0.164,-0.020,1.017,-3.723,8.362,3.113
-0.169,-0.013,1.009,-3.906,8.911,3.601

-0.690,0.345,-1.466,24.292,-213.379,-11.475
-0.694,0.338,-1.481,24.658,-248.779,-18.677
-0.687,0.311,-1.491,22.095,-291.565,-24.231
-0.690,0.281,-1.518,17.395,-348.511,-31.677
-0.669,0.239,-1.547,11.597,-419.861,-40.039
-0.578,0.168,-1.538,4.272,-505.371,-46.631
